CFOP;DESCRIÇÃO RESUMIDA [original];DESCRIÇÃO DETALHADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.902;6.902 - Retorno de mercadoria utilizada na industrialização por encomenda.;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrialização e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.903;6.903 - Retorno de mercadoria recebida para industrialização e não aplicada no referido processo.;Classificam-se neste código as remessas em devolução de insumos recebidos para industrialização e não aplicados no referido processo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.904;6.904 - Remessa para venda fora do estabelecimento, ou qualquer remessa efetuada pelo MEI com exceção das classificadas nos códigos 6.502 e 6.505.;Classificam-se neste código as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de veículos. Também serão classificadas neste código quaisquer remessas de mercadorias efetuadas pelo MEI com exceção das classificadas nos códigos “6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação” e “6.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.905;6.905 - Remessa para depósito fechado ou armazém geral.;Classificam-se neste código as remessas de mercadorias para depósito em depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.906;6.906 - Retorno de mercadoria depositada em depósito fechado ou armazém geral.;Classificam-se neste código os retornos de mercadorias depositadas em depósito fechado ou armazém geral ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.907;6.907 - Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral.;Classificam-se neste código os retornos simbólicos de mercadorias recebidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não devam retornar ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.908;6.908 - Remessa de bem por conta de contrato de comodato ou locação.;Classificam-se neste código as remessas de bens para o cumprimento de contrato de comodato ou locação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.909;6.909 - Retorno de bem recebido por conta de contrato de comodato ou locação.;Classificam-se neste código as remessas de bens em devolução após cumprido o contrato de comodato ou locação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.910;6.910 - Remessa em doação ou brinde.;Classificam-se neste código as remessas de mercadorias a título de doação ou brinde.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.911;6.911 - Remessa de amostra grátis.;Classificam-se neste código as remessas de mercadorias a título de amostra grátis.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.912;6.912 - Remessa de mercadoria ou bem para demonstração, mostruário ou treinamento.;Classificam-se neste código as remessas de mercadorias ou bens para demonstração, mostruário ou treinamento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.913;6.913 - Retorno de mercadoria ou bem recebido para demonstração ou mostruário.;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para demonstração ou mostruário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.914;6.914 - Remessa de mercadoria ou bem para exposição ou feira.;Classificam-se neste código as remessas de mercadorias ou bens para exposição ou feira.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.915;6.915 - Remessa de mercadoria ou bem para conserto ou reparo.;Classificam-se neste código as remessas de mercadorias ou bens para conserto ou reparo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.916;6.916 - Retorno de mercadoria ou bem recebido para conserto ou reparo.;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para conserto ou reparo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.917;6.917 - Remessa de mercadoria em consignação mercantil ou industrial.;Classificam-se neste código as remessas de mercadorias a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.918;6.918 - Devolução de mercadoria recebida em consignação mercantil ou industrial. Classificam-se neste código as devoluções de mercadorias recebidas anteriormente a título de consignação mercantil ou industrial.; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.919;6.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consignação mercantil ou industrial.;Classificam-se neste código as devoluções simbólicas de mercadorias vendidas ou utilizadas em processo industrial, que tenham sido recebidas anteriormente a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.920;6.920 - Remessa de embalagens, bombonas, vasilhames, sacarias, pallets, containers ou assemelhados.;Classificam-se neste código as remessas de embalagens, bombonas, vasilhames, sacarias, pallets, containers ou assemelhados que sirvam para acondicionar mercadorias e produtos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.921;6.921 - Devolução de embalagens, bombonas, vasilhames, sacarias, pallets, containers ou assemelhados.;Classificam-se neste código as devoluções de embalagens, bombonas, vasilhames, sacarias, pallets, containers ou assemelhados que sirvam para acondicionar mercadorias e produtos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.922;6.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura.;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de venda para entrega futura.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.923;6.923 - Remessa de mercadoria por conta e ordem de terceiros, em venda à ordem ou em operações com armazém geral ou depósito fechado.;Classificam-se neste código as saídas correspondentes à entrega de mercadorias por conta e ordem de terceiros, em vendas à ordem, cuja venda ao adquirente originário foi classificada nos códigos “6.118 - Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem” ou “6.119 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem”. Também serão classificadas neste código as remessas, por conta e ordem de terceiros, de mercadorias depositadas ou para depósito em depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.924;6.924 - Remessa para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente.;Classificam-se neste código as saídas de insumos com destino a estabelecimento industrializador, para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.925;6.925 - Retorno de mercadoria recebida para industrialização por conta e ordem do adquirente da mercadoria, quando aquela não transitar pelo estabelecimento do adquirente.;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos, por conta e ordem do adquirente, para industrialização e incorporados ao produto final, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.929;6.929 - Lançamento efetuado em decorrência de emissão de documento fiscal relativo a operação ou prestação também acobertada por documento fiscal do varejo.;Classificam-se neste código os registros relativos aos documentos fiscais emitidos em operações ou prestações que também tenham sido acobertadas por documento fiscal do varejo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.933;6.933 - Prestação de serviço sujeito ao ISSQN.;Classificam-se neste código as prestações de serviço que estão fora do campo de incidência do ICMS, mas que fazem parte do valor total de documentos fiscais.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.934;6.934 - Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado.;Classificam-se neste código as remessas simbólicas de mercadorias depositadas em depósito fechado ou armazém geral, efetuadas nas situações em que haja a transmissão de propriedade com a permanência das mercadorias em depósito ou quando a mercadoria tenha sido entregue pelo remetente diretamente a depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.935;6.935 - Saída de mercadoria para entrega a revendedores autônomos.;"Classificam-se neste código as saídas de mercadorias promovidas por estabelecimento substituto tributário para a entrega a revendedores autônomos não inscritos;.";;;;;;;;;;;;;;;;;;;;;;;;;;;
6.936;6.936 - Remessa de bonificação.;Classificam-se neste código as remessas de mercadorias recebidas a título de bonificação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.937;6.937 - Remessa simbólica para industrialização por encomenda.;Classificam-se neste código as remessas simbólicas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.938;6.938 - Outras saídas de mercadorias não especificadas anteriormente, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.;Classificam-se neste código outras saídas destinadas à Zona Franca de Manaus ou Áreas de Livre Comércio.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.949;6.949 - Outra entrada de mercadoria ou prestação de serviço não especificadas.;Classificam-se neste código as outras saídas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.950;6.950 - Remessa de mercadoria importada por conta e ordem de terceiros.;Classificam-se neste código as remessas do estabelecimento importador, cuja saída ocorra da repartição alfandegária onde se processou o desembaraço aduaneiro, com destino ao estabelecimento do adquirente, sem transitar pelo estabelecimento do importador.;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.000;7.000 - SAÍDAS OU PRESTAÇÕES DE SERVIÇOS PARA O EXTERIOR;Classificam-se, neste grupo, as operações ou prestações em que o destinatário esteja localizado em outro país.;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.100;7.100 - VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.101;7.101 - Venda de produção do estabelecimento.;Classificam-se neste código as vendas de produtos do estabelecimento. Também serão classificadas neste código as vendas de mercadorias por estabelecimento industrial ou produtor rural de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.102;7.102 - Venda de mercadoria adquirida ou recebida de terceiros.;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento. Também serão classificadas neste código as vendas de mercadorias por estabelecimento comercial de cooperativa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.105;7.105 - Venda de produção do estabelecimento que não deva por ele transitar.;Classificam-se neste código as vendas de produtos industrializados no estabelecimento, armazenados em depósito fechado, armazém geral ou outro sem que haja retorno ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.106;7.106 - Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar.;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, armazenadas em depósito fechado, armazém geral ou outro, que não tenham sido objeto de qualquer processo industrial no estabelecimento sem que haja retorno ao estabelecimento depositante. Também serão classificadas neste código as vendas de mercadorias importadas, cuja saída ocorra do recinto alfandegado ou da repartição alfandegária onde se processou o desembaraço aduaneiro, com destino ao estabelecimento do comprador, sem transitar pelo estabelecimento do importador.;;;;;;;;;;;;;;;;;;;;;;;;;;;
